Symbol,Exchange,Ticker,passed,fail_reason,Price,Avg_Daily_Value_L,Market_Cap_Cr,Data_Rows
MONTECARLO,NSE,MONTECARLO.NS,True,,525.35,207.01,1089.16,2778.0
MOREPENLAB,NSE,MOREPENLAB.NS,True,,36.99,2148.72,2026.88,7585.0
MOSCHIP,NSE,MOSCHIP.NS,True,,165.72,2818.27,3197.81,278.0
MOTHERSON,NSE,MOTHERSON.NS,True,,111.59,19059.59,117777.02,5891.0
MOTILALOFS,NSE,MOTILALOFS.NS,True,,662.6,6553.94,39926.87,4569.0
MOTISONS,NSE,MOTISONS.NS,True,,13.05,723.42,1308.12,554.0
MPHASIS,NSE,MPHASIS.NS,True,,2091.1,11401.73,39870.18,5890.0
MPSLTD,NSE,MPSLTD.NS,True,,1506.0,519.15,2555.07,5889.0
MRF,NSE,MRF.NS,True,,127535.0,10093.7,54089.42,5889.0
MRPL,NSE,MRPL.NS,True,,191.19,32928.81,33545.41,7585.0
MSPL,NSE,MSPL.NS,True,,30.04,406.67,1702.66,5101.0
MSTCLTD,NSE,MSTCLTD.NS,True,,415.65,697.64,2927.85,1725.0
MSUMI,NSE,MSUMI.NS,True,,36.98,2743.9,24523.89,986.0
MTARTECH,NSE,MTARTECH.NS,True,,3525.3,19815.04,10850.75,1242.0
MTNL,NSE,MTNL.NS,True,,24.75,464.25,1559.25,7586.0
MUFIN,NSE,MUFIN.NS,True,,102.99,1138.45,2056.66,587.0
MUFTI,NSE,MUFTI.NS,True,,74.61,101.78,487.73,553.0
MUKANDLTD,NSE,MUKANDLTD.NS,True,,126.39,137.89,1832.19,5891.0
MUKKA,NSE,MUKKA.NS,True,,21.13,86.5,633.9,504.0
MUNJALAU,NSE,MUNJALAU.NS,True,,74.14,98.12,741.49,5586.0
MUNJALSHOW,NSE,MUNJALSHOW.NS,True,,120.46,41.66,481.78,5890.0
MUTHOOTCAP,NSE,MUTHOOTCAP.NS,True,,196.53,61.91,323.24,2611.0
MUTHOOTFIN,NSE,MUTHOOTFIN.NS,True,,3315.9,28200.34,133198.02,3670.0
MUTHOOTMF,NSE,MUTHOOTMF.NS,True,,150.85,372.32,2528.34,549.0
MVGJL,NSE,MVGJL.NS,True,,143.18,105.66,699.4,609.0
MWL,NSE,MWL.NS,True,,265.65,221.25,789.0,902.0
NACLIND,NSE,NACLIND.NS,True,,137.99,452.68,3229.15,2213.0
NAHARCAP,NSE,NAHARCAP.NS,True,,225.85,16.64,378.21,4443.0
NAHARINDUS,NSE,NAHARINDUS.NS,True,,89.93,17.38,389.6,4999.0
NAHARPOLY,NSE,NAHARPOLY.NS,True,,237.53,27.54,588.05,5892.0
NAHARSPING,NSE,NAHARSPING.NS,True,,210.54,90.97,759.32,5893.0
NAM-INDIA,NSE,NAM-INDIA.NS,True,,838.9,6511.93,53467.74,2070.0
NARMADA,NSE,NARMADA.NS,True,,32.5,69.47,124.5,1945.0
NATCAPSUQ,NSE,NATCAPSUQ.NS,True,,145.41,26.7,152.87,270.0
NATCOPHARM,NSE,NATCOPHARM.NS,True,,959.2,13622.32,17184.35,7586.0
NATHBIOGEN,NSE,NATHBIOGEN.NS,True,,139.75,24.81,265.95,2996.0
NATIONALUM,NSE,NATIONALUM.NS,True,,368.5,63190.59,67755.25,6718.0
NAUKRI,NSE,NAUKRI.NS,True,,978.2,15219.47,63338.49,4769.0
NAVA,NSE,NAVA.NS,True,,553.5,1834.96,15664.12,5890.0
NAVINFLUOR,NSE,NAVINFLUOR.NS,True,,6124.0,13480.64,31433.16,4639.0
NAVKARCORP,NSE,NAVKARCORP.NS,True,,82.77,377.6,1245.85,2599.0
NAVNETEDUL,NSE,NAVNETEDUL.NS,True,,127.07,342.68,2816.63,5893.0
NAZARA,NSE,NAZARA.NS,True,,235.35,6223.49,8718.89,1232.0
NBCC,NSE,NBCC.NS,True,,83.91,9927.36,22655.7,3440.0
NCC,NSE,NCC.NS,True,,140.59,5237.43,8826.89,5861.0
NCLIND,NSE,NCLIND.NS,True,,169.8,145.09,768.05,4679.0
NDLVENTURE,NSE,NDLVENTURE.NS,True,,114.05,75.49,384.02,812.0
NDRAUTO,NSE,NDRAUTO.NS,True,,681.55,216.37,1625.85,1398.0
NDTV,NSE,NDTV.NS,True,,69.95,307.98,789.21,5400.0
NECLIFE,NSE,NECLIFE.NS,True,,10.96,40.06,212.91,5102.0
NELCAST,NSE,NELCAST.NS,True,,119.83,269.69,1045.44,4621.0
NELCO,NSE,NELCO.NS,True,,587.35,513.53,1341.8,5890.0
NEOGEN,NSE,NEOGEN.NS,True,,1336.4,1444.93,3525.65,1702.0
NESCO,NSE,NESCO.NS,True,,1055.4,497.75,7445.45,4425.0
NESTLEIND,NSE,NESTLEIND.NS,True,,1193.6,12966.29,230163.59,5863.0
NETWEB,NSE,NETWEB.NS,True,,3284.4,68232.42,18718.25,655.0
NETWORK18,NSE,NETWORK18.NS,True,,30.91,952.46,4774.01,5863.0
NEULANDLAB,NSE,NEULANDLAB.NS,True,,11995.0,5109.62,15404.92,4300.0
NEWGEN,NSE,NEWGEN.NS,True,,440.6,18857.36,6203.13,2012.0
NFL,NSE,NFL.NS,True,,69.39,1694.65,3409.33,4743.0
NGLFINE,NSE,NGLFINE.NS,True,,2183.8,144.56,1361.78,915.0
NH,NSE,NH.NS,True,,1652.2,5020.94,33556.15,2522.0
NHPC,NSE,NHPC.NS,True,,76.8,12546.65,77145.87,4085.0
NIACL,NSE,NIACL.NS,True,,132.51,632.95,21855.87,2065.0
NIBE,NSE,NIBE.NS,True,,956.7,639.86,1429.43,276.0
NIBL,NSE,NIBL.NS,True,,28.99,30.04,71.39,3190.0
NIITLTD,NSE,NIITLTD.NS,True,,59.71,276.44,814.35,6022.0
NIITMTS,NSE,NIITMTS.NS,True,,298.95,286.48,4100.62,642.0
NILAINFRA,NSE,NILAINFRA.NS,True,,7.08,19.08,278.87,2678.0
NILASPACES,NSE,NILASPACES.NS,True,,12.49,69.08,491.97,1787.0
NILKAMAL,NSE,NILKAMAL.NS,True,,1217.3,70.45,1822.58,6800.0
NINSYS,NSE,NINSYS.NS,True,,290.2,29.56,539.08,760.0
NIPPOBATRY,NSE,NIPPOBATRY.NS,True,,293.9,21.19,223.08,5888.0
NIRAJ,NSE,NIRAJ.NS,True,,25.43,24.76,151.8,1353.0
NITCO,NSE,NITCO.NS,True,,81.38,539.56,1864.55,4935.0
NITINSPIN,NSE,NITINSPIN.NS,True,,368.5,2665.55,2071.71,4966.0
NITIRAJ,NSE,NITIRAJ.NS,True,,217.96,12.79,223.43,2227.0
NIVABUPA,NSE,NIVABUPA.NS,True,,70.0,1030.12,12930.39,335.0
NLCINDIA,NSE,NLCINDIA.NS,True,,266.35,5482.04,36933.07,6375.0
NMDC,NSE,NMDC.NS,True,,79.78,22305.75,70141.12,4449.0
NOCIL,NSE,NOCIL.NS,True,,143.96,674.19,2404.49,5890.0
NORTHARC,NSE,NORTHARC.NS,True,,234.25,1261.29,3784.5,371.0
NOVAAGRI,NSE,NOVAAGRI.NS,True,,22.72,33.86,204.53,529.0
NPST,NSE,NPST.NS,True,,1105.9,501.89,2305.87,1115.0
NRAIL,NSE,NRAIL.NS,True,,420.0,35.28,714.8,2215.0
NRBBEARING,NSE,NRBBEARING.NS,True,,242.6,458.72,2351.75,5893.0
NRL,NSE,NRL.NS,True,,50.04,22.0,345.62,1040.0
NSIL,NSE,NSIL.NS,True,,5365.5,165.24,2756.84,5892.0
NSLNISP,NSE,NSLNISP.NS,True,,36.7,1654.85,10757.75,761.0
NTPC,NSE,NTPC.NS,True,,380.95,44870.02,369394.51,5279.0
NTPCGREEN,NSE,NTPCGREEN.NS,True,,101.1,11427.29,85190.19,328.0
NUCLEUS,NSE,NUCLEUS.NS,True,,811.6,319.65,2136.56,5766.0
NURECA,NSE,NURECA.NS,True,,237.75,48.66,237.71,1253.0
NUVAMA,NSE,NUVAMA.NS,True,,1147.5,5097.21,20898.28,613.0
NUVOCO,NSE,NUVOCO.NS,True,,286.2,812.77,10229.21,1134.0
NYKAA,NSE,NYKAA.NS,True,,240.6,15155.04,68917.96,1080.0
OAL,NSE,OAL.NS,True,,252.65,51.89,850.39,1472.0
OBCL,NSE,OBCL.NS,True,,56.0,11.45,118.06,977.0
OBEROIRLTY,NSE,OBEROIRLTY.NS,True,,1445.8,8535.98,52577.48,3804.0
OCCLLTD,NSE,OCCLLTD.NS,True,,87.8,55.93,438.57,343.0
OFSS,NSE,OFSS.NS,True,,6580.0,9682.58,57265.22,5892.0
OIL,NSE,OIL.NS,True,,475.5,28225.75,77372.54,4066.0
OILCOUNTUB,NSE,OILCOUNTUB.NS,True,,41.4,37.66,215.24,5890.0
OLAELEC,NSE,OLAELEC.NS,True,,24.66,18583.84,10352.25,402.0
OLECTRA,NSE,OLECTRA.NS,True,,1097.4,8338.68,9007.54,5890.0
OMAXAUTO,NSE,OMAXAUTO.NS,True,,98.2,82.47,210.55,5719.0
OMAXE,NSE,OMAXE.NS,True,,72.05,711.51,1317.95,4591.0
OMINFRAL,NSE,OMINFRAL.NS,True,,83.23,120.62,803.67,3639.0
ONEPOINT,NSE,ONEPOINT.NS,True,,44.52,649.66,1168.64,2034.0
ONESOURCE,NSE,ONESOURCE.NS,True,,1456.4,4901.69,16760.14,287.0
ONGC,NSE,ONGC.NS,True,,265.4,51624.46,333880.6,7585.0
ONMOBILE,NSE,ONMOBILE.NS,True,,49.28,101.47,524.23,4458.0
ONWARDTEC,NSE,ONWARDTEC.NS,True,,238.8,153.48,544.62,5889.0
OPTIEMUS,NSE,OPTIEMUS.NS,True,,334.2,535.97,2963.98,2129.0
ORBTEXP,NSE,ORBTEXP.NS,True,,148.81,14.11,394.51,3053.0
ORCHPHARMA,NSE,ORCHPHARMA.NS,True,,532.55,409.64,2701.76,5889.0
ORICONENT,NSE,ORICONENT.NS,True,,67.5,77.29,1066.43,2631.0
ORIENTBELL,NSE,ORIENTBELL.NS,True,,275.1,56.3,407.39,4711.0
ORIENTCEM,NSE,ORIENTCEM.NS,True,,132.37,643.66,2720.95,3130.0
ORIENTCER,NSE,ORIENTCER.NS,True,,38.65,84.62,462.41,650.0
ORIENTELEC,NSE,ORIENTELEC.NS,True,,166.3,596.99,3548.68,1942.0
ORIENTHOT,NSE,ORIENTHOT.NS,True,,91.8,354.7,1639.54,5890.0
ORIENTPPR,NSE,ORIENTPPR.NS,True,,15.67,46.91,332.49,5893.0
ORIENTTECH,NSE,ORIENTTECH.NS,True,,262.95,10179.22,1204.47,390.0
ORISSAMINE,NSE,ORISSAMINE.NS,True,,3604.0,479.24,2162.4,3819.0
OSWALAGRO,NSE,OSWALAGRO.NS,True,,42.08,21.28,564.86,1856.0
OSWALGREEN,NSE,OSWALGREEN.NS,True,,24.9,55.53,639.45,5890.0
OSWALSEEDS,NSE,OSWALSEEDS.NS,True,,11.43,14.45,104.55,1904.0
PAGEIND,NSE,PAGEIND.NS,True,,32005.0,7585.68,35719.62,4690.0
PAISALO,NSE,PAISALO.NS,True,,35.07,1337.58,3189.69,4140.0
PAKKA,NSE,PAKKA.NS,True,,85.11,96.27,383.28,667.0
PANACEABIO,NSE,PANACEABIO.NS,True,,329.65,3822.86,2019.13,5893.0
PANAMAPET,NSE,PANAMAPET.NS,True,,262.6,221.22,1588.56,3568.0
PAR,NSE,PAR.NS,True,,86.76,11.11,106.76,1685.0
PARACABLES,NSE,PARACABLES.NS,True,,34.76,349.33,1066.19,4740.0
PARADEEP,NSE,PARADEEP.NS,True,,110.77,5727.38,11499.82,945.0
PARAGMILK,NSE,PARAGMILK.NS,True,,198.92,1585.91,2371.22,2433.0
PARAS,NSE,PARAS.NS,True,,627.2,9444.21,5054.44,1106.0
PARKHOTELS,NSE,PARKHOTELS.NS,True,,108.47,372.87,2314.47,522.0
PARSVNATH,NSE,PARSVNATH.NS,True,,6.53,50.04,285.88,4762.0
PASHUPATI,NSE,PASHUPATI.NS,True,,981.1,48.39,1548.57,2104.0
PASUPTAC,NSE,PASUPTAC.NS,True,,44.58,68.79,397.36,1099.0
PATANJALI,NSE,PATANJALI.NS,True,,474.6,10657.81,51705.61,5890.0
PATELENG,NSE,PATELENG.NS,True,,24.92,2392.48,2382.46,5202.0
PAVNAIND,NSE,PAVNAIND.NS,True,,18.11,37.95,252.69,1235.0
PAYTM,NSE,PAYTM.NS,True,,1054.3,31565.46,67480.02,1074.0
PCBL,NSE,PCBL.NS,True,,248.05,7441.06,9759.84,5890.0
PCJEWELLER,NSE,PCJEWELLER.NS,True,,8.3,4336.31,6653.9,3266.0
PDMJEPAPER,NSE,PDMJEPAPER.NS,True,,71.25,82.75,676.52,2466.0
PDSL,NSE,PDSL.NS,True,,260.8,291.83,3695.31,2818.0
PENIND,NSE,PENIND.NS,True,,142.87,1268.1,1927.98,3780.0
PENINLAND,NSE,PENINLAND.NS,True,,15.6,52.28,517.5,5893.0
PERSISTENT,NSE,PERSISTENT.NS,True,,4716.7,32566.64,73753.12,3943.0
PETRONET,NSE,PETRONET.NS,True,,257.65,10284.04,38647.5,5439.0
PFC,NSE,PFC.NS,True,,412.85,34228.8,136244.7,4706.0
PFIZER,NSE,PFIZER.NS,True,,4773.5,1590.43,21837.68,5890.0
PFOCUS,NSE,PFOCUS.NS,True,,276.65,15783.95,21467.78,4874.0
PFS,NSE,PFS.NS,True,,27.31,177.74,1755.12,3694.0
PGEL,NSE,PGEL.NS,True,,512.75,14875.22,14591.5,3572.0
PGHH,NSE,PGHH.NS,True,,9707.0,925.46,31509.64,5860.0
PGHL,NSE,PGHL.NS,True,,4860.6,692.52,8068.3,5889.0
PGIL,NSE,PGIL.NS,True,,1489.5,1609.02,6873.45,4711.0
PHOENIXLTD,NSE,PHOENIXLTD.NS,True,,1543.1,7124.67,55186.6,4666.0
PIDILITIND,NSE,PIDILITIND.NS,True,,1341.3,8763.94,136513.0,5890.0
PIGL,NSE,PIGL.NS,True,,100.4,56.74,195.64,1944.0
PIIND,NSE,PIIND.NS,True,,2909.5,6745.29,44138.05,3642.0
PILANIINVS,NSE,PILANIINVS.NS,True,,4738.6,174.86,5246.7,3551.0
PILITA,NSE,PILITA.NS,True,,7.44,10.71,174.84,5858.0
PITTIENG,NSE,PITTIENG.NS,True,,775.9,347.27,2917.08,4719.0
PIXTRANS,NSE,PIXTRANS.NS,True,,1453.0,240.96,1983.24,964.0
PLASTIBLEN,NSE,PLASTIBLEN.NS,True,,133.82,12.77,347.79,4743.0
PLATIND,NSE,PLATIND.NS,True,,203.87,210.53,1154.94,506.0
PLAZACABLE,NSE,PLAZACABLE.NS,True,,33.19,17.32,145.21,602.0
PNB,NSE,PNB.NS,True,,111.53,21661.03,128201.54,5892.0
PNBGILTS,NSE,PNBGILTS.NS,True,,68.55,363.51,1233.97,5893.0
PNBHOUSING,NSE,PNBHOUSING.NS,True,,791.9,9197.6,20629.67,2318.0
PNCINFRA,NSE,PNCINFRA.NS,True,,186.21,689.76,4777.02,2675.0
PNGJL,NSE,PNGJL.NS,True,,570.2,1426.09,7738.73,372.0
POCL,NSE,POCL.NS,True,,1049.4,2736.57,3207.69,3815.0
POKARNA,NSE,POKARNA.NS,True,,828.2,2396.03,2570.38,2399.0
POLICYBZR,NSE,POLICYBZR.NS,True,,1497.1,31515.26,69344.99,1076.0
POLYCAB,NSE,POLYCAB.NS,True,,7171.0,33013.8,108072.99,1714.0
POLYMED,NSE,POLYMED.NS,True,,1240.9,3172.73,12592.59,3526.0
POLYPLEX,NSE,POLYPLEX.NS,True,,852.55,909.44,2676.36,5890.0
PONNIERODE,NSE,PONNIERODE.NS,True,,275.0,45.96,236.46,5889.0
POONAWALLA,NSE,POONAWALLA.NS,True,,393.6,6100.67,31804.5,5416.0
POWERGRID,NSE,POWERGRID.NS,True,,297.6,45663.26,276785.98,4552.0
POWERINDIA,NSE,POWERINDIA.NS,True,,25025.0,41887.15,111624.89,1481.0
POWERMECH,NSE,POWERMECH.NS,True,,1994.0,1650.17,6304.29,2608.0
PPAP,NSE,PPAP.NS,True,,197.78,44.79,284.1,4484.0
PPL,NSE,PPL.NS,True,,189.33,144.63,453.24,1675.0
PPLPHARMA,NSE,PPLPHARMA.NS,True,,138.35,4236.14,18318.36,846.0
PRABHA,NSE,PRABHA.NS,True,,157.4,83.05,2217.65,248.0
PRAJIND,NSE,PRAJIND.NS,True,,315.15,10193.8,5792.87,5890.0
PRAKASH,NSE,PRAKASH.NS,True,,121.28,645.76,2173.39,5890.0
PRAXIS,NSE,PRAXIS.NS,True,,6.6,21.47,122.04,2010.0
PRECAM,NSE,PRECAM.NS,True,,117.45,591.04,1115.61,2500.0
PRECWIRE,NSE,PRECWIRE.NS,True,,302.35,4681.74,5529.53,5890.0
PREMEXPLN,NSE,PREMEXPLN.NS,True,,438.0,1108.93,2355.75,2412.0
PREMIERENE,NSE,PREMIERENE.NS,True,,864.75,21021.95,38837.0,386.0
PREMIERPOL,NSE,PREMIERPOL.NS,True,,59.96,181.88,628.04,3352.0
PRESTIGE,NSE,PRESTIGE.NS,True,,1248.2,9798.12,53763.75,3799.0
PRICOLLTD,NSE,PRICOLLTD.NS,True,,533.55,2431.2,6502.99,5891.0
PRIMESECU,NSE,PRIMESECU.NS,True,,281.55,128.33,954.46,5892.0
PRINCEPIPE,NSE,PRINCEPIPE.NS,True,,238.85,434.03,2641.26,1544.0
PRITIKAUTO,NSE,PRITIKAUTO.NS,True,,12.08,30.12,201.15,1141.0
PRIVISCL,NSE,PRIVISCL.NS,True,,2927.3,6612.06,11434.83,2686.0
PROTEAN,NSE,PROTEAN.NS,True,,522.2,1592.98,2121.01,277.0
PROZONER,NSE,PROZONER.NS,True,,44.8,73.33,683.66,3333.0
PRSMJOHNSN,NSE,PRSMJOHNSN.NS,True,,125.03,497.39,6293.47,5889.0
PRUDENT,NSE,PRUDENT.NS,True,,2236.6,792.0,9262.63,950.0
PSB,NSE,PSB.NS,True,,22.96,521.58,16315.0,3756.0
PSPPROJECT,NSE,PSPPROJECT.NS,True,,651.2,424.64,2582.51,2179.0
PTC,NSE,PTC.NS,True,,165.18,2117.21,4889.47,5429.0
PTCIL,NSE,PTCIL.NS,True,,17418.0,2596.56,26114.02,687.0
PTL,NSE,PTL.NS,True,,37.69,23.51,498.93,4722.0
PUNJABCHEM,NSE,PUNJABCHEM.NS,True,,1022.3,101.8,1262.05,4612.0
PURVA,NSE,PURVA.NS,True,,180.04,1327.0,4269.64,4577.0
PVP,NSE,PVP.NS,True,,25.1,65.18,655.97,7517.0
PVRINOX,NSE,PVRINOX.NS,True,,986.0,3884.11,9682.52,812.0
PVSL,NSE,PVSL.NS,True,,85.47,64.73,608.53,496.0
PYRAMID,NSE,PYRAMID.NS,True,,147.2,39.18,542.87,632.0
QPOWER,NSE,QPOWER.NS,True,,834.55,10039.13,6463.1,265.0
QUADFUTURE,NSE,QUADFUTURE.NS,True,,300.05,3952.86,1200.2,295.0
QUESS,NSE,QUESS.NS,True,,177.73,446.35,2652.04,2396.0
QUICKHEAL,NSE,QUICKHEAL.NS,True,,144.76,318.7,785.08,2492.0
RACE,NSE,RACE.NS,True,,102.58,12.42,177.9,710.0
RACLGEAR,NSE,RACLGEAR.NS,True,,1250.2,1916.05,1476.35,327.0
RADHIKAJWE,NSE,RADHIKAJWE.NS,True,,57.75,294.94,682.18,908.0
RADIANTCMS,NSE,RADIANTCMS.NS,True,,35.76,69.27,381.59,793.0
RADICO,NSE,RADICO.NS,True,,2660.5,11846.23,35647.55,5640.0
RAILTEL,NSE,RAILTEL.NS,True,,271.5,4572.0,8713.48,1252.0
RAIN,NSE,RAIN.NS,True,,108.91,4823.19,3663.14,5863.0
RAINBOW,NSE,RAINBOW.NS,True,,1114.3,1495.92,11312.39,957.0
RAJRATAN,NSE,RAJRATAN.NS,True,,370.65,660.44,1883.23,1447.0
RAJSREESUG,NSE,RAJSREESUG.NS,True,,28.31,14.45,93.81,5889.0
RALLIS,NSE,RALLIS.NS,True,,238.65,2727.31,4641.0,5890.0
RAMANEWS,NSE,RAMANEWS.NS,True,,32.98,35.63,496.34,5892.0
RAMAPHO,NSE,RAMAPHO.NS,True,,115.83,138.44,416.45,895.0
RAMASTEEL,NSE,RAMASTEEL.NS,True,,5.41,513.06,885.1,2611.0
RAMCOCEM,NSE,RAMCOCEM.NS,True,,925.2,2471.48,21861.77,5890.0
RAMCOIND,NSE,RAMCOIND.NS,True,,259.25,212.44,2251.37,5891.0
RAMCOSYS,NSE,RAMCOSYS.NS,True,,394.7,902.02,1479.32,5859.0
RAMKY,NSE,RAMKY.NS,True,,463.55,2273.39,3207.66,3811.0
RAMRAT,NSE,RAMRAT.NS,True,,307.55,305.57,2870.95,899.0
RANASUG,NSE,RANASUG.NS,True,,11.62,22.66,178.45,5202.0
RANEHOLDIN,NSE,RANEHOLDIN.NS,True,,1066.0,141.63,1522.01,5891.0
RATEGAIN,NSE,RATEGAIN.NS,True,,481.6,2016.7,5685.6,1053.0
RATNAMANI,NSE,RATNAMANI.NS,True,,2310.8,1787.09,16198.9,4905.0
RATNAVEER,NSE,RATNAVEER.NS,True,,139.68,1974.25,948.57,623.0
RAYMOND,NSE,RAYMOND.NS,True,,372.95,1541.0,2482.04,7585.0
RAYMONDLSL,NSE,RAYMONDLSL.NS,True,,869.2,1446.85,5307.64,380.0
RBA,NSE,RBA.NS,True,,61.13,3105.24,3562.76,1304.0
RBLBANK,NSE,RBLBANK.NS,True,,297.25,16765.07,18373.36,2361.0
RBZJEWEL,NSE,RBZJEWEL.NS,True,,113.85,127.87,455.4,552.0
RCF,NSE,RCF.NS,True,,116.61,3597.31,6433.23,5890.0
RECLTD,NSE,RECLTD.NS,True,,330.5,29394.02,87040.25,4443.0
REDINGTON,NSE,REDINGTON.NS,True,,217.35,11915.76,16991.87,4711.0
REDTAPE,NSE,REDTAPE.NS,True,,117.2,771.63,6478.9,643.0
REFEX,NSE,REFEX.NS,True,,200.53,1855.82,2751.26,4024.0
RELAXO,NSE,RELAXO.NS,True,,273.95,234.82,6819.67,3640.0
RELIABLE,NSE,RELIABLE.NS,True,,121.76,53.19,125.66,2082.0
RELIANCE,NSE,RELIANCE.NS,True,,1414.4,193927.2,1914032.96,7585.0
RELIGARE,NSE,RELIGARE.NS,True,,215.94,3753.96,7188.44,4519.0
RELTD,NSE,RELTD.NS,True,,132.03,260.94,2373.74,405.0
REMSONSIND,NSE,REMSONSIND.NS,True,,86.31,111.5,302.67,5892.0
RENUKA,NSE,RENUKA.NS,True,,24.87,1059.53,5301.66,5030.0
REPCOHOME,NSE,REPCOHOME.NS,True,,351.15,347.64,2196.84,3201.0
REPL,NSE,REPL.NS,True,,70.44,15.18,127.65,1888.0
REPRO,NSE,REPRO.NS,True,,366.1,77.43,525.18,5296.0
RESPONIND,NSE,RESPONIND.NS,True,,152.12,418.33,4055.65,3796.0
RGL,NSE,RGL.NS,True,,93.49,3584.74,1003.39,4505.0
RHIM,NSE,RHIM.NS,True,,370.35,883.48,7647.78,3461.0
RHL,NSE,RHL.NS,True,,173.65,44.07,302.01,720.0
RICOAUTO,NSE,RICOAUTO.NS,True,,109.18,5141.13,1477.58,5889.0
RIIL,NSE,RIIL.NS,True,,715.0,802.5,1079.65,7585.0
RISHABH,NSE,RISHABH.NS,True,,387.65,300.44,1493.08,623.0
RITCO,NSE,RITCO.NS,True,,196.41,277.93,559.19,974.0
RITES,NSE,RITES.NS,True,,191.56,1694.67,9206.45,1906.0
RKEC,NSE,RKEC.NS,True,,34.24,13.66,82.14,2088.0
RKFORGE,NSE,RKFORGE.NS,True,,499.6,1915.72,9047.04,5410.0
RKSWAMY,NSE,RKSWAMY.NS,True,,86.17,49.07,434.96,502.0
RMDRIP,NSE,RMDRIP.NS,True,,42.85,1821.8,1070.39,2091.0
RML,NSE,RML.NS,True,,723.85,150.05,2000.51,5072.0
ROHLTD,NSE,ROHLTD.NS,True,,313.65,139.85,861.33,4964.0
ROLEXRINGS,NSE,ROLEXRINGS.NS,True,,119.14,1109.55,3244.58,1143.0
ROSSARI,NSE,ROSSARI.NS,True,,411.35,211.5,2278.19,1404.0
ROSSELLIND,NSE,ROSSELLIND.NS,True,,46.85,18.56,177.25,3325.0
ROSSTECH,NSE,ROSSTECH.NS,True,,720.1,1332.31,2724.88,318.0
ROTO,NSE,ROTO.NS,True,,56.67,697.53,1070.56,970.0
ROUTE,NSE,ROUTE.NS,True,,468.0,1871.64,2948.29,1362.0
RPEL,NSE,RPEL.NS,True,,642.6,271.84,2950.3,403.0
RPGLIFE,NSE,RPGLIFE.NS,True,,1879.7,198.85,3108.84,5859.0
RPOWER,NSE,RPOWER.NS,True,,22.62,10182.59,9355.11,4464.0
RPPINFRA,NSE,RPPINFRA.NS,True,,67.53,59.15,335.79,3772.0
RPPL,NSE,RPPL.NS,True,,15.4,16.44,112.95,1839.0
RPSGVENT,NSE,RPSGVENT.NS,True,,604.0,208.36,1998.42,1767.0
RPTECH,NSE,RPTECH.NS,True,,342.35,513.98,2256.08,520.0
RRKABEL,NSE,RRKABEL.NS,True,,1391.4,3060.37,15736.88,614.0
RSSOFTWARE,NSE,RSSOFTWARE.NS,True,,27.39,17.38,70.75,5890.0
RSWM,NSE,RSWM.NS,True,,132.36,48.06,623.44,5889.0
RSYSTEMS,NSE,RSYSTEMS.NS,True,,264.15,6153.58,3132.59,4913.0
RTNINDIA,NSE,RTNINDIA.NS,True,,26.71,747.22,3688.35,3364.0
RTNPOWER,NSE,RTNPOWER.NS,True,,8.31,1092.63,4462.56,4046.0
RUBFILA,NSE,RUBFILA.NS,True,,61.07,15.22,331.41,399.0
RUBYMILLS,NSE,RUBYMILLS.NS,True,,201.05,144.17,672.31,5887.0
RUCHIRA,NSE,RUCHIRA.NS,True,,102.93,42.82,307.19,4748.0
RUPA,NSE,RUPA.NS,True,,123.93,144.31,985.79,3525.0
RUSHIL,NSE,RUSHIL.NS,True,,15.54,62.39,455.97,3626.0
RUSTOMJEE,NSE,RUSTOMJEE.NS,True,,375.05,297.62,4734.38,821.0
RVNL,NSE,RVNL.NS,True,,264.55,27728.12,55174.64,1717.0
RVTH,NSE,RVTH.NS,True,,563.55,10.06,173.68,376.0
SAFARI,NSE,SAFARI.NS,True,,1520.5,839.98,7449.28,1615.0
SAGCEM,NSE,SAGCEM.NS,True,,167.68,131.76,2191.7,4722.0
SAGILITY,NSE,SAGILITY.NS,True,,39.06,11941.25,18285.27,337.0
SAHYADRI,NSE,SAHYADRI.NS,True,,240.45,12.19,263.2,730.0
SAIL,NSE,SAIL.NS,True,,155.52,36707.84,64237.93,7588.0
SAILIFE,NSE,SAILIFE.NS,True,,1000.05,5992.98,21177.87,313.0
SAKAR,NSE,SAKAR.NS,True,,531.0,518.06,1165.54,2227.0
SAKHTISUG,NSE,SAKHTISUG.NS,True,,14.74,17.58,175.43,5890.0
SAKSOFT,NSE,SAKSOFT.NS,True,,119.57,289.21,1528.57,5152.0
SALASAR,NSE,SALASAR.NS,True,,6.94,331.09,1214.45,2140.0
SALZERELEC,NSE,SALZERELEC.NS,True,,551.1,396.15,974.78,2546.0
SAMHI,NSE,SAMHI.NS,True,,144.32,1179.0,3192.45,616.0
SAMMAANCAP,NSE,SAMMAANCAP.NS,True,,137.97,14498.9,11255.78,3123.0
SAMPANN,NSE,SAMPANN.NS,True,,28.41,14.66,138.67,3364.0
SANATHAN,NSE,SANATHAN.NS,True,,378.35,88.92,3193.43,307.0
SANDESH,NSE,SANDESH.NS,True,,936.8,10.23,709.1,5889.0
SANDHAR,NSE,SANDHAR.NS,True,,477.3,917.84,2878.65,1971.0
SANDUMA,NSE,SANDUMA.NS,True,,185.29,7017.86,9009.26,626.0
SANGAMIND,NSE,SANGAMIND.NS,True,,435.45,136.43,2151.39,5890.0
